state,salary,ocode,occupation,projemp,projempnorm,salarynorm
QLD,15496,1111,Chief Executives and Managing Directors,9.222124368326597,0.5805096749942602,0.14691877580858673
QLD,17460,1112,General Managers,-2.4452665939912936,0.4179892289293872,0.166320905696165
QLD,17858,1113,Legislators,3.2160178398309327,0.4968478593169751,0.17025270187501235
QLD,2658,1210,Farmers and Farm Managers nfd,-15.994165623097146,0.22926039306454743,0.02009365182858159
QLD,3615.5,1211,Aquaculture Farmers,-2.0662225469423574,0.4232691075075188,0.02955268409301958
QLD,7145,1212,Crop Farmers,0.5647637500207517,0.45991732371575206,0.0644202082468931
QLD,8946.5,1213,Livestock Farmers,-2.65827315304435,0.41502216276147946,0.08221701934285658
QLD,9940,1214,Mixed Crop and Livestock Farmers,-3.357210034219155,0.4052863500106608,0.0920316914626677
QLD,18722,1311,"Advertising, Public Relations and Sales Managers",9.79191425495069,0.5884465399571709,0.17878805840396736
QLD,24147,1321,Corporate Services Managers,5.689102151079967,0.5312965862618707,0.23238100883172308
QLD,18273,1322,Finance Managers,8.303484006653058,0.5677135115816716,0.17435243909667478
QLD,24564,1323,Human Resource Managers,12.792597329452255,0.6302444323345106,0.23650050382312846
QLD,25708,1324,Policy and Planning Managers,2.4579508534643373,0.48628839617999314,0.24780194811609665
QLD,20449,1325,Research and Development Managers,18.206871736226347,0.7056623466350134,0.1958488925770059
QLD,24599,1331,Construction Managers,13.261394497710663,0.6367745233501775,0.2368462647936301
QLD,37717.5,1332,Engineering Managers,15.156892761529791,0.6631777890285119,0.36644241598008415
QLD,11760,1333,"Importers, Exporters and Wholesalers",5.590187189691363,0.5299187543456108,0.11001126192875348
QLD,14264,1334,Manufacturers,7.365502659134133,0.5546479386963844,0.13474798964692866
QLD,27893.5,1335,Production Managers,5.590187189691355,0.5299187543456106,0.2693922510027068
QLD,20707,1336,"Supply, Distribution and Procurement Managers",8.866301525622713,0.5755532552340007,0.19839764487384665
QLD,12791,1341,Child Care Centre Managers,20.85231502725152,0.7425119409517982,0.12019639223124494
QLD,11643.5,1342,Health and Welfare Services Managers,21.805335092768,0.7557869950454466,0.10886037184122656
QLD,33638,1343,School Principals,7.369830902054293,0.5547082287794314,0.326141505146899
QLD,10572,1344,Other Education Managers,16.42965969593977,0.6809067440781023,0.09827514670144034
QLD,28664,1351,ICT Managers,13.936566222744599,0.6461793003287923,0.2770039317961788
QLD,20571,1391,Commissioned Officers (Management),6.732277694428772,0.5458274574032055,0.19705411653132596
QLD,22508.5,1392,Senior Non-commissioned Defence Force Members,0,0.45205047011745547,0.21619445596981013
