state,salary,ocode,occupation,projemp,projempnorm,salarynorm
NSW,27842,2312,Marine Transport Professionals,3.409027878727939,0.49953638477376744,0.49540227783769947
NSW,11827.5,2320,"Architects, Designers, Planners and Surveyors nfd",0,0.45205047011745547,0.20263797736787262
NSW,18228,2321,Architects and Landscape Architects,7.425365540295815,0.5554817962555032,0.3196468071881684
NSW,22616,2322,Surveyors and Spatial Scientists,-3.2229377157557817,0.4071566907887585,0.39986471910933985
NSW,12393,2323,"Fashion, Industrial and Jewellery Designers",-0.009146844112238338,0.4519230595258324,0.21297599678250856
NSW,12461,2324,"Graphic and Web Designers, and Illustrators",12.569159235804198,0.6271320605313502,0.21421911848046654
NSW,11262,2325,Interior Designers,14.945513588613466,0.6602333914693544,0.19229995795323668
NSW,24457,2326,Urban and Regional Planners,7.644539746242216,0.5585347744090052,0.43352041096140836
NSW,33003,2330,Engineering Professionals nfd,4.450621532852035,0.5140452210537303,0.5897515584724228
NSW,25112.5,2331,Chemical and Materials Engineers,11.011668615931862,0.6054370585295297,0.4455037385056946
NSW,26589,2332,Civil Engineering Professionals,13.47946775461139,0.6398121658788963,0.47249593243267946
NSW,30413,2333,Electrical Engineers,-2.5695305999223055,0.4162582985320995,0.5424032467413759
NSW,23686,2334,Electronics Engineers,-5.047023877313551,0.3817481570733309,0.41942560465073764
NSW,22988,2335,"Industrial, Mechanical and Production Engineers",-7.223815007859978,0.35142663389226636,0.4066653260452277
NSW,42029,2336,Mining Engineers,-5.720804466877272,0.3723627578594525,0.7547576826749054
NSW,26550,2339,Other Engineering Professionals,17.142830059021954,0.6908408215340391,0.4717829655764977
NSW,20080,2340,Natural and Physical Science Professionals nfd,18.469497706521313,0.7093205843660029,0.3535035922560831
NSW,19618.5,2341,Agricultural and Forestry Scientists,12.361186806196391,0.6242351170640215,0.34506681779126525
NSW,18728,2342,"Chemists, and Food and Wine Scientists",6.2578583319688335,0.5392190522629456,0.32878740790844774
NSW,19740.5,2343,Environmental Scientists,11.253541360349,0.6088062150479464,0.3472971243670134
NSW,25692,2344,"Geologists, Geophysicists and Hydrogeologists",21.64410289357882,0.7535411177094701,0.4560976947404983
NSW,18508.5,2345,Life Scientists,6.25785833196883,0.5392190522629456,0.3247746841922451
NSW,17686,2346,Medical Laboratory Scientists,6.257858331968831,0.5392190522629456,0.3097383960073856
NSW,18028,2347,Veterinarians,15.027457762671576,0.6613748294963608,0.31599056690005667
NSW,19853.5,2349,Other Natural and Physical Science Professionals,16.012266178107488,0.6750926781123885,0.34936290012979654
NSW,11916,2400,Education Professionals nfd,16.70395937351582,0.6847275902380611,0.20425586369536206
NSW,15819,2410,School Teachers nfd,16.343451694875263,0.6797059132468894,0.27560739291786257
NSW,8308,2411,Early Childhood (Pre-primary School) Teachers,22.00993063529087,0.7586369003019937,0.13829728889782636
NSW,17917.5,2412,Primary School Teachers,9.64301110364537,0.5863723995903345,0.3139704941408749
NSW,17142,2413,Middle School Teachers,1.7828690768657456,0.47688487213443614,0.2997934224237217
NSW,21998.5,2414,Secondary School Teachers,7.128461202511699,0.551346079404057,0.38857607721979487
NSW,14199,2415,Special Education Teachers,4.9242200398991525,0.5206421921220303,0.24599184658415751
NSW,19813,2421,University Lecturers and Tutors,8.272890350218129,0.5672873584934088,0.3486225114714539
NSW,15536,2422,Vocational Education Teachers,-15.326775511311174,0.23855677637912467,0.2704338129101845
NSW,13978,2491,Education Advisers and Reviewers,17.28846723415271,0.6928694686190919,0.24195170106579406
NSW,4094,2492,Private Tutors and Teachers,5.473439846495701,0.5282925269950122,0.06126030602731212
NSW,9919,2493,Teachers of English to Speakers of Other Languages,-7.3766350466230115,0.3492979334015025,0.1677483044185664
NSW,10182,2511,Nutrition Professionals,17.586691326639695,0.6970235689397903,0.17255626039743333
NSW,22806,2512,Medical Imaging Professionals,11.303883027471974,0.6095074472448359,0.403338147383046
NSW,22742,2513,Occupational and Environmental Health Professionals,9.18515090880417,0.5799946546993585,0.40216815049085025
NSW,17368,2514,Optometrists and Orthoptists,9.713758918500451,0.5873578783889363,0.30392497394928797
NSW,13532,2515,Pharmacists,7.522604559506734,0.5568362832036229,0.23379828522330487
NSW,12298,2519,Other Health Diagnostic and Promotion Professionals,26.327124898629574,0.8187730815350197,0.21123928264565547
NSW,9380,2521,Chiropractors and Osteopaths,18.57561943076688,0.7107988025912484,0.15789473684210525
NSW,4812.5,2522,Complementary Health Therapists,10.23329609993888,0.5945947503466311,0.07439534926235353
NSW,24000,2523,Dental Practitioners,16.72949346816162,0.6850832663669489,0.4251659019030731
NSW,12830,2524,Occupational Therapists,14.612307078357714,0.6555920049885738,0.2209648818120327
NSW,13870,2525,Physiotherapists,24.923337132519638,0.799219077159454,0.2399773313102137
NSW,12607,2526,Podiatrists,17.217593624899276,0.6918822375725542,0.2168881738907881
NSW,12678.5,2527,Audiologists and Speech Pathologists \ Therapists,38.308413610591394,0.9856659534880499,0.21819527979378806
NSW,26280,2530,Medical Practitioners nfd,9.023102403542516,0.5777374066612729,0.46684704118754683
NSW,30673.5,2531,General Practitioners and Resident Medical Officers,12.245152604494763,0.6226188233887486,0.5471654997166414
NSW,53149,2532,Anaesthetists,16.586883471390305,0.6830967862392633,0.9580446426939179
NSW,51045,2533,Specialist Physicians,7.580092226080791,0.5576370553081166,0.9195809948629824
NSW,47661,2534,Psychiatrists,-0.10066996823392119,0.4506481919049953,0.8577174091881319
NSW,55444,2535,Surgeons,1.9521497258621179,0.4792428600234077,1.0
NSW,36799,2539,Other Medical Practitioners,13.108443417799828,0.6346439975270953,0.6591469991407836
NSW,9106,2540,Midwifery and Nursing Professionals nfd,0,0.45205047011745547,0.1528856876473922
NSW,16319,2541,Midwives,16.62783738488575,0.683667252105272,0.2847479936381419
NSW,18800,2542,Nurse Educators and Researchers,16.88795259872098,0.6872905163566624,0.330103654412168
NSW,22396,2543,Nurse Managers,19.0472003369873,0.7173676695712055,0.39584285479241693
NSW,13692.5,2544,Registered Nurses,18.370067352544616,0.7079355733097289,0.23673241805451453
NSW,35745,2600,ICT Professionals nfd,9.9938319810286,0.5912591446788753,0.6398786128224347
NSW,16958,2610,"Business and Systems Analysts, and Programmers nfd",19.51513956898889,0.72388580999881,0.2964296813586589
NSW,27564,2611,ICT Business and Systems Analysts,9.526639117167598,0.584751400755813,0.4903201038372242
NSW,19961,2612,Multimedia Specialists and Web Developers,20.499161962031728,0.7375927097480043,0.35132812928465657
NSW,25338,2613,Software and Applications Programmers,20.98286225996597,0.7443303933000405,0.4496261494305406
NSW,23342,2621,"Database and Systems Administrators, and ICT Security Specialists",7.641459525808249,0.5584918686042266,0.41313687135518545
NSW,25986,2631,Computer Network Professionals,11.593931800942846,0.6135476697930731,0.4614723679640226
NSW,19644.5,2632,ICT Support and Test Engineers,18.364094782300807,0.7078523786363601,0.3455421290287198
NSW,28911,2633,Telecommunications Engineering Professionals,19.52673705365304,0.7240473566879486,0.5149448821776568
NSW,4026.5,2711,Barristers,15.026702116358464,0.6613643037518933,0.060026324930074405
NSW,28149,2712,Judicial and Other Legal Professionals,8.724240168459778,0.5735744173593406,0.501014606679951
NSW,28200,2713,Solicitors,-1.5813307945746056,0.430023387375443,0.5019469479534195
NSW,10712,2721,Counsellors,17.8371776056355,0.7005127073364557,0.1822452971609294
NSW,3586,2722,Ministers of Religion,3.098169017277995,0.49520628895463953,0.051973455695508305
NSW,15527.5,2723,Psychologists,30.21415999616976,0.8729173782301692,0.2702784226979397
NSW,6107,2724,Social Professionals,3.098169017277998,0.49520628895463953,0.09806036452715672
NSW,11795,2725,Social Workers,7.971676062349574,0.5630916063682238,0.20204383832105446
NSW,8548,2726,"Welfare, Recreation and Community Arts Workers",30.38981592014651,0.8753641702516967,0.14268477724356043
NSW,11065,3111,Agricultural Technicians,0.1356279764343364,0.45393969447791227,0.18869856126944662
NSW,8092,3112,Medical Technicians,0.621401338406484,0.4607062546908275,0.13434854938666568
NSW,15972,3113,Primary Products Inspectors,1.5106980904361305,0.4730936774908935,0.27840441673826805
NSW,11068,3114,Science Technicians,10.879218068000494,0.6035920940296802,0.1887534048737683
NSW,14445,3120,Building and Engineering Technicians nfd,-0.9252989619571889,0.4391615560040665,0.25048902213853497
NSW,17948.5,3121,"Architectural, Building and Surveying Technicians",1.6236072339556569,0.4746664407958056,0.31453721138553226
NSW,16905,3122,Civil Engineering Draftspersons and Technicians,2.981923411976148,0.4935870505415484,0.2954607776823093
NSW,20687,3123,Electrical Engineering Draftspersons and Technicians,9.035946387683715,0.5779163164139862,0.36460028153050217
NSW,16798,3124,Electronic Engineering Draftspersons and Technicians,-8.095320233565907,0.3392870374317516,0.2935046891281695
NSW,18084.5,3125,Mechanical Engineering Draftspersons and Technicians,-7.213262329357338,0.35157362699663447,0.3170234547814482
NSW,23896,3126,Safety Inspectors,6.174350146192707,0.538055828398567,0.423264656953255
NSW,23100.5,3129,Other Building and Engineering Technicians,2.8803144166405112,0.4921716921894125,0.40872196120729054
NSW,12541,3131,ICT Support Technicians,18.485825612808654,0.7095480232700128,0.21568161459571122
NSW,22097,3132,Telecommunications Technical Specialists,4.523979669308313,0.5150670602205044,0.3903767755616899
NSW,13952,3211,Automotive Electricians,-0.8715350460564323,0.43991045827558595,0.24147638982833952
NSW,13068.5,3212,Motor Mechanics,-1.8940263552695042,0.4256677073291695,0.22532494835560593
NSW,8445,3221,"Metal Casting, Forging and Finishing Trades Workers",0,0.45205047011745547,0.1408018134951829
NSW,13077.5,3222,Sheetmetal Trades Workers,4.724942364905447,0.5178663618841178,0.22548947916857096
NSW,13503,3223,Structural Steel and Welding Trades Workers,4.804514891970052,0.5189747641511556,0.2332681303815287
NSW,22484.5,3231,Aircraft Maintenance Engineers,0.953735094888547,0.4653354841835495,0.3974607411199064
NSW,19812,3232,Metal Fitters and Machinists,2.0650971542522836,0.4808161566158623,0.34860423027001336
NSW,11064.5,3233,Precision Metal Trades Workers,-6.169494579876846,0.3661127472491025,0.18868942066872635
NSW,15481,3234,Toolmakers and Engineering Patternmakers,-2.756958127054687,0.41364753444501523,0.26942834683095374
NSW,12420,3241,Panelbeaters,0,0.45205047011745547,0.21346958922140363
NSW,12156,3242,Vehicle Body Builders and Trimmers,0.5893182238362527,0.4602593542562792,0.20864335204109613
NSW,11506,3243,Vehicle Painters,3.1222115543544593,0.4955411884932611,0.196760571104733
NSW,9047,3311,Bricklayers and Stonemasons,-2.442330553357905,0.41803012638752024,0.15180709676239923
NSW,11602.5,3312,Carpenters and Joiners,5.317154166775465,0.5261155520000268,0.19852470704374692
NSW,7652,3321,Floor Finishers,5.050047687816252,0.5223949032065244,0.12630482075281987
NSW,7352,3322,Painting Trades Workers,5.403135694838962,0.5273132281848183,0.12082046032065227
NSW,10152,3331,Glaziers,13.030996742511508,0.6335652072255832,0.17200782435421655
NSW,8887,3332,Plasterers,12.41770457892623,0.6250223790718099,0.14888210453190984
NSW,7955,3333,Roof Tilers,0.522763052984531,0.459332276721149,0.13184402478930915
NSW,5972,3334,Wall and Floor Tilers,0.005837692273431532,0.4521317860136427,0.0955924023326813
NSW,14174.5,3341,Plumbers,11.35508625191936,0.610220680469301,0.24554395714886382
NSW,20201,3411,Electricians,4.54298522106317,0.5153317972777337,0.35571561763039067
NSW,16161,3421,Airconditioning and Refrigeration Mechanics,2.4292652254221125,0.4858888208953275,0.2818595638105336
NSW,24052.5,3422,Electrical Distribution Trades Workers,-10.224142647214128,0.3096336925343012,0.4261256649787024
NSW,15531,3423,Electronics Trades Workers,-5.170874287259768,0.3800229878444274,0.27034240690298167
NSW,16179,3424,Telecommunications Trades Workers,-7.952238468073247,0.3412800890425804,0.28218862543646367
NSW,8060,3511,Bakers and Pastrycooks,12.574090203414062,0.627200746243355,0.13376355094056783
NSW,8973,3512,Butchers and Smallgoods Makers,4.77544196148981,0.5185697939529921,0.1504542878557979
NSW,7285,3513,Chefs,16.652315996561747,0.6840082259272242,0.11959561982413484
NSW,3578,3514,Cooks,13.644757788387432,0.6421145666560811,0.05182720608398384
NSW,5216,3611,Animal Attendants and Trainers,12.71070662639287,0.6291037391295977,0.08177181404361894
NSW,6256,3612,Shearers,8.919981545532178,0.5763009888797347,0.10078426354179996
NSW,6106,3613,Veterinary Nurses,9.338291215200687,0.5821278163450473,0.09804208332571616
NSW,3831,3621,Florists,0,0.45205047011745547,0.056452350048445184
NSW,7864,3622,Gardeners,13.946324081677163,0.6463152220264091,0.1301804354582183
NSW,8779,3623,Greenkeepers,9.540860225463172,0.5849494931032109,0.1469077347763295
NSW,6093,3624,Nurserypersons,4.755862864083574,0.5182970677150279,0.0978044277069889
NSW,3800,3911,Hairdressers,3.250720930620279,0.4973312546033017,0.05588563280378787
NSW,9391.5,3920,Printing Trades Workers nfd,-4.987219557634542,0.3825811989026678,0.15810497065867168
NSW,10434,3921,Print Finishers and Screen Printers,-13.346277477208224,0.2661440428873408,0.1771631231604541
NSW,14009,3922,Graphic Pre-press Trades Workers,-10.20835291219582,0.309853635003591,0.24251841831045137
NSW,13643,3923,Printers,-7.715615400882641,0.3445761203963987,0.2358274985832069
NSW,6656.5,3931,Canvas and Leather Goods Makers,-6.190114472486307,0.36582552329684764,0.10810588471874372
NSW,7008,3932,Clothing Trades Workers,-6.190114472486305,0.3658255232968477,0.11453172702510009
NSW,7419,3933,Upholsterers,-11.712158173343097,0.2889064410143184,0.1220453008171697
NSW,8803,3941,Cabinetmakers,-0.05391831447233924,0.4512994171573368,0.1473464836109029
NSW,8927,3942,Wood Machinists and Other Wood Trades Workers,0.2941367523807132,0.4561476360010174,0.14961335258953218
NSW,10672.5,3991,Boat Builders and Shipwrights,0.8316420688888924,0.4636347943625809,0.18152318970402734
NSW,25962,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",0,0.45205047011745547,0.4610336191294492
NSW,11115,3993,"Gallery, Library and Museum Technicians",-3.4809054440597627,0.4035633398494003,0.18961262134147455
NSW,8194,3994,Jewellers,3.8656718925594737,0.5058971889210223,0.13621323193360269
NSW,12085,3995,Performing Arts Technicians,2.3812494294467106,0.48521998682562967,0.20734538673881647
NSW,9788,3996,Signwriters,-3.8505535541473854,0.3984143415915633,0.1653534670298532
NSW,10865,3999,Other Miscellaneous Technicians and Trades Workers,17.946990519700734,0.7020423418395938,0.18504232098133488
NSW,26806,4111,Ambulance Officers and Paramedics,19.906905316602188,0.7293428949855639,0.4764629531452807
NSW,11612,4112,"Dental Hygienists, Technicians and Therapists",2.6676767256002236,0.4892097641534288,0.1986983784574322
NSW,5346,4113,Diversional Therapists,2.8135853498851406,0.49124219237839206,0.08414837023089157
NSW,9638,4114,Enrolled and Mothercraft Nurses,7.631375546746789,0.5583514042295887,0.1626112868137694
NSW,9580,4115,Indigenous Health Workers,0,0.45205047011745547,0.161550977130217
NSW,2198,4116,Massage Therapists,20.22876974324295,0.7338262923756929,0.02659914809601287
NSW,7599,4117,Welfare Support Workers,11.655087356683273,0.6143995336099606,0.12533591707647027
NSW,4319,4211,Child Carers,17.64063054871521,0.6977749131315137,0.06537357635143781
NSW,5476,4221,Education Aides,20.76408931425629,0.7412830044846236,0.0865249264181642
NSW,2511,4230,Personal Carers and Assistants nfd,0,0.45205047011745547,0.032321164146907735
NSW,4864,4231,Aged and Disabled Carers,39.337459055496296,1.0,0.0753368311365423
NSW,4967,4232,Dental Assistants,6.592912354583083,0.5438861735916957,0.07721979488491984
NSW,5742,4233,Nursing Support and Personal Care Workers,11.622393357142325,0.6139441238781533,0.09138772600135281
NSW,6700.5,4234,Special Care Workers,6.592912354583071,0.5438861735916954,0.1089102575821283
NSW,1993.5,4310,Hospitality Workers nfd,12.673590947491808,0.6285867377956678,0.02286064240141862
NSW,3253.5,4311,Bar Attendants and Baristas,13.42814587767407,0.6390972798894169,0.04589495621652255
NSW,1536,4312,Cafe Workers,10.623668642905756,0.6000324287461429,0.014496992742363029
NSW,9468,4313,Gaming Workers,-5.223329991457122,0.3792923082544202,0.15950348256887442
NSW,8779.5,4314,Hotel Service Managers,3.0980149526322434,0.49520414291744647,0.14691687537704978
NSW,1751,4315,Waiters,15.758489560039578,0.6715577070719531,0.018427451052083144
NSW,3731.5,4319,Other Hospitality Workers,17.369315939036678,0.6939956473529622,0.054633370505109594
NSW,16332.5,4411,Defence Force Members - Other Ranks,0.9160259298873725,0.4648102159092182,0.2849947898575894
NSW,21454,4412,Fire and Emergency Workers,6.43720187103294,0.541717210768278,0.3786219630354107
NSW,27680.5,4413,Police,8.28292334096196,0.567427112628358,0.4924498638050493
NSW,22476,4421,Prison Officers,8.50337678845509,0.5704979099247576,0.39730535090766167
NSW,10933,4422,Security Officers and Guards,9.920964876420726,0.5902441453201862,0.1862854426792929
NSW,3432,4511,Beauty Therapists,18.71326023745699,0.7127160645885752,0.049158150673662276
NSW,10281.5,4512,Driving Instructors,6.7621821133079365,0.5462440097850747,0.1743752399407689
NSW,11064,4513,Funeral Workers,6.69863832623203,0.5453588791973039,0.18868028006800608
NSW,4562.5,4514,"Gallery, Museum and Tour Guides",19.094582767904907,0.7180276812081892,0.06982504890221386
NSW,2879,4515,Personal Care Consultants,14.4384917448316,0.6531708513965828,0.039048646277033326
NSW,8260,4516,Tourism and Travel Advisers,5.326727112595169,0.5262488979579875,0.13741979122867956
NSW,12106.5,4517,Travel Attendants,6.762182113307944,0.5462440097850747,0.2077384325697885
NSW,2112.5,4518,Other Personal Service Workers,19.60335506241163,0.7251146041128669,0.025036105372845105
NSW,3748.5,4521,Fitness Instructors,18.420536146020485,0.7086385763079609,0.054944150929599096
NSW,4219,4522,Outdoor Adventure Guides,26.51580316997585,0.8214012678125672,0.06354545620738195
NSW,2507,4523,"Sports Coaches, Instructors and Officials",20.13021084347997,0.73245342020531,0.0322480393411455
NSW,5344.5,4524,Sportspersons,17.679795013643044,0.6983204529467579,0.08412094842873073
NSW,6924,5100,Office Managers and Program Administrators nfd,0,0.45205047011745547,0.11299610610409316
NSW,13836,5111,"Contract, Program and Project Administrators",-14.54821198886423,0.24940174517862557,0.2393557704612347
NSW,8607,5121,Office Managers,-1.0683431468477869,0.43716902787069983,0.14376336812855342
NSW,19470,5122,Practice Managers,10.250903060667117,0.5948400057872554,0.34235205937734225
NSW,14145,5211,Personal Assistants,-11.021543035017267,0.2985263363878741,0.24500466170636734
NSW,7332,5212,Secretaries,-32.45283714920792,0.0,0.1204548362918411
NSW,9975,5300,General Clerical Workers nfd,-4.231118631469675,0.3931132758843382,0.16877205169923767
NSW,6032,5311,General Clerks,4.873108101184083,0.5199302304584466,0.09668927441911482
NSW,6604,5321,Keyboard Operators,-1.554304612166284,0.4303998474799014,0.10714612164311439
NSW,7815,5411,Call or Contact Centre Workers,5.109315088699733,0.5232204660474198,0.12928465658763094
NSW,9717,5412,Information Officers,-6.564526952586556,0.3606101599414348,0.16405550172757355
NSW,4486,5421,Receptionists,4.694862524459897,0.5174473659747018,0.06842653699201111
NSW,9360,5511,Accounting Clerks,-1.1273491588312332,0.4363471060358157,0.1575291128132941
NSW,5500,5512,Bookkeepers,2.1134707874542347,0.48148997516459785,0.08696367525273761
NSW,12635.5,5513,Payroll Clerks,4.372083210559829,0.5129512246998462,0.217409188131844
NSW,13186,5521,Bank Workers,-5.459081414146832,0.3760084184370905,0.22747298952487158
NSW,14843,5522,Credit and Loans Officers,9.053509135988564,0.578160955999464,0.2577649403118773
NSW,15026,5523,"Insurance, Money Market and Statistical Clerks",-7.620605565920625,0.34589955601353417,0.2611104001754995
NSW,11137,5610,Clerical and Office Support Workers nfd,-2.7372689016166176,0.41392179470690255,0.19001480777316684
NSW,5113.5,5611,Betting Clerks,0.9848366916120698,0.4657687126053244,0.07989799089596168
NSW,9916,5612,Couriers and Postal Deliverers,0.9628429891009997,0.4654623522241337,0.16769346081424472
NSW,3628,5613,Filing and Registry Clerks,0.5239792677556516,0.45934921793514893,0.052741266156011775
NSW,11488,5614,Mail Sorters,-13.174289968111799,0.268539735873563,0.19643150947880295
NSW,1883,5615,Survey Interviewers,1.0854317483877653,0.46716994734168565,0.02084056964223689
NSW,8003.5,5616,Switchboard Operators,-17.574462500335844,0.2072477122318537,0.13273066305917625
NSW,5281,5619,Other Clerical and Office Support Workers,1.7740877227429994,0.4767625526206998,0.08296009213725526
NSW,9211,5911,Purchasing and Supply Logistics Clerks,4.541180505013277,0.515306658559198,0.15480521379865084
NSW,13521.5,5912,Transport and Despatch Clerks,7.15693590408692,0.5517427165971119,0.233606332608179
NSW,9025,5991,Conveyancers and Legal Executives,7.628394615845117,0.5583098814742964,0.15140491033070694
NSW,10395,5992,Court and Legal Clerks,8.451666840948183,0.5697776183221229,0.17645015630427233
NSW,10752,5993,Debt Collectors,2.0022704894489562,0.4799410151535094,0.18297654521855175
NSW,9615.5,5994,Human Resource Clerks,-0.25397450530758703,0.4485127426147941,0.16219995978135682
NSW,20004,5995,Inspectors and Regulatory Officers,1.0999519334710637,0.4673722056669877,0.3521142209466006
NSW,20609.5,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3.2167869106131572,0.49685857205703726,0.3631834884188589
